#Vet D-Dimer #,#Vet D-Dimer #,#Vet D-Dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #,#vet D-dimer #
DDNAA03V,DDNAA03V,DDNAA03V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V,DDNFA05V
31.24,1.24,28.09,34.01,40.12,41.23,35.31,11.8,31.42,32.72,37.16,27.16
,,,,,,,,,,,
#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####
54.00128041,45.16129032,56.71057316,38.1358424,34.69591226,44.62769828,46.19088077,43.13559322,48.05856143,46.79095355,45.88266954,45.43446244
54.00128041,45.16129032,56.71057316,38.1358424,34.69591226,44.62769828,46.19088077,43.13559322,48.05856143,46.79095355,45.88266954,45.43446244
54.00128041,45.16129032,56.71057316,38.1358424,34.69591226,44.62769828,46.19088077,43.13559322,48.05856143,46.79095355,45.88266954,45.43446244
54.10691421,44.91935484,56.39017444,38.42105263,34.87038883,44.79020131,46.23902577,43.07627119,48.05856143,46.75122249,45.77502691,45.4455081
54.36299616,44.59677419,56.48629405,38.45045575,34.87038883,44.96725685,46.3608043,42.99152542,48.06810948,46.6992665,45.74811625,45.42341679
54.49103713,44.59677419,56.63937344,38.7150838,35.1445663,45.08125152,46.4372699,42.99152542,48.00445576,46.72066015,45.70236814,45.42341679
54.69590269,44.11290323,56.63937344,38.4886798,34.99501496,44.98423478,46.44576607,42.96610169,47.95353278,46.73899756,45.68622174,45.42341679
54.57746479,43.79032258,56.66429334,38.40929138,35.08723829,44.91147223,46.38912489,43.02542373,47.86760025,46.7603912,45.57857912,45.46023564
54.65108835,43.30645161,56.34389462,38.12702146,34.82801595,44.91874848,46.35230813,42.96610169,47.89942712,46.7695599,45.48708288,45.40868925
54.41741357,43.79032258,56.47205411,38.19464863,34.87038883,44.90177056,46.35230813,43.05084746,47.90897518,46.80012225,45.47900969,45.39764359
54.36299616,44.11290323,56.52189391,38.33284328,34.79561316,44.87751637,46.33248372,43.07627119,47.90897518,46.79095355,45.46017223,45.32400589
54.25736236,44.59677419,56.71057316,38.54748603,34.88783649,44.79020131,46.26734636,43.05084746,47.88987906,46.70843521,45.39827772,45.39764359
54.35339309,44.91935484,57.09149163,38.34166422,34.69591226,44.829008,46.16256018,43.02542373,47.90897518,46.63814181,45.31754575,45.43446244
54.2893726,44.59677419,57.07725169,38.42105263,34.83798604,44.82173175,46.13423959,42.96610169,47.94080204,46.61674817,45.25565124,45.5191458
53.80921895,44.35483871,57.06657173,38.47985887,34.82801595,44.91874848,46.22769754,42.99152542,47.90897518,46.60757946,45.27179763,45.57069219
53.71318822,44.11290323,56.66429334,38.6650985,35.05234297,44.94300267,46.30416313,43.11016949,47.84532145,46.58618582,45.26372443,45.4712813
53.47951344,44.11290323,56.6998932,38.63569538,34.98753739,45.01576522,46.29566695,43.16101695,47.77211967,46.58618582,45.31754575,45.46023564
53.6715749,44.11290323,56.29405482,38.58571009,34.93768694,44.97453311,46.22769754,43.30508475,47.78166773,46.56784841,45.32561895,45.31296024
53.58514725,44.11290323,56.31897472,38.40047045,34.94516451,44.90177056,46.21920136,43.27966102,47.73074475,46.56784841,45.32561895,45.27614138
53.62676056,44.59677419,56.08045568,38.42105263,34.82801595,44.87751637,46.27584254,43.30508475,47.65436028,46.55562347,45.3525296,45.23932253
53.53072983,44.35483871,56.23709505,38.03881211,34.73828514,44.98423478,46.3126593,43.24576271,47.55887969,46.57701711,45.3444564,45.27614138
53.68117798,44.59677419,55.98789605,38.06821523,34.64606181,44.99151104,46.33248372,43.24576271,47.68618714,46.53728606,45.39020452,45.25036819
54.08770807,44.11290323,55.64257743,37.90061747,34.83798604,44.99151104,46.29566695,43.19491525,47.94080204,46.56784841,45.24488698,45.17673049
54.1709347,44.91935484,55.34709861,38.0858571,34.94516451,44.81445549,46.30416313,43.19491525,48.06810948,46.46393643,45.22874058,45.11413844
54.16133163,44.59677419,55.48949804,38.10643928,34.91276171,44.77322338,46.3126593,43.19491525,47.9949077,46.42420538,45.17491927,45.10309278
53.83162612,44.91935484,55.500178,38.03881211,34.74576271,44.74169294,46.27584254,43.30508475,47.8580522,46.32334963,45.20990312,45.05522828
53.86363636,44.35483871,55.57137771,37.85063217,34.84546361,44.76594713,46.19937695,43.30508475,47.82622533,46.28056235,45.18299247,44.94477172
53.89564661,44.35483871,55.57137771,37.93002058,34.95264207,44.81445549,46.09742283,43.27966102,47.76257161,46.28056235,45.1022605,44.90795287
54.23495519,44.59677419,55.64257743,37.86239341,34.98753739,44.78049964,46.09742283,43.16101695,47.76257161,46.25,45.00269107,44.90795287
54.08770807,44.35483871,55.70309719,37.80358718,34.94516451,44.88721805,46.04927782,43.13559322,47.74984087,46.27139364,44.82508073,44.94477172
54.19334187,44.59677419,55.78497686,37.62716848,35.01994018,44.71743876,46.04927782,43.13559322,47.78166773,46.25,44.77933262,44.89322533
53.83162612,44.59677419,55.88109648,37.80358718,34.87038883,44.79747756,46.02095724,43.19491525,47.77211967,46.25,44.74434876,44.79749632
53.88284251,44.91935484,56.04485582,37.76242282,34.77068794,44.63497453,46.02945341,43.22033898,47.74984087,46.32334963,44.75242196,44.69808542
53.4475032,44.35483871,56.13029548,37.93884152,34.64606181,44.73199127,46.01246106,43.22033898,47.78166773,46.28056235,44.67168999,44.67231222
53.30665813,43.5483871,55.96297615,37.85063217,34.77068794,44.59616784,45.98414047,43.27966102,47.78166773,46.25,44.57212056,44.70913108
53.39308579,44.11290323,55.59629761,38.0858571,34.97008973,44.71743876,45.97281223,43.38983051,47.79439847,46.15831296,44.5452099,44.72385862
53.31946223,43.79032258,55.29725881,38.11526022,34.89531406,44.74169294,45.8991787,43.41525424,47.80394653,46.1797066,44.62594187,44.77172312
53.1049936,44.59677419,55.45389818,38.35048515,35.00249252,44.66893039,45.83120929,43.36440678,47.78166773,46.20110024,44.67168999,44.73490427
52.8809219,43.5483871,55.98789605,38.32108203,34.82801595,44.53068154,45.78589635,43.22033898,47.79439847,46.27139364,44.62594187,44.68703976
52.9993598,43.5483871,56.22285511,37.95060276,35.11216351,44.38515644,45.73775135,43.16101695,47.718014,46.27139364,44.56404736,44.58762887
53.4346991,43.30645161,56.16589534,37.43898853,34.98753739,44.45064274,45.74624752,43.16101695,47.66709102,46.26222494,44.64477933,44.51399116
53.68117798,43.30645161,55.61765753,37.2537489,34.94516451,44.40213437,45.76607193,43.19491525,47.59070656,46.21026895,44.7335845,44.50294551
53.91485275,43.79032258,55.61765753,37.61540723,34.8778664,44.53068154,45.83120929,43.22033898,47.50795672,46.1797066,44.69860065,44.40353461
53.71318822,43.30645161,55.749377,37.86239341,35.01246261,44.36817851,45.84253752,43.24576271,47.45385105,46.12775061,44.62594187,44.32989691
53.76760563,43.79032258,55.96297615,37.89179653,34.91276171,44.26388552,45.8991787,43.27966102,47.43157225,46.07885086,44.51829925,44.29307806
53.54353393,44.35483871,55.58205767,37.72419877,34.75324028,44.14989086,46.04078165,43.33050847,47.42202419,46.07885086,44.51022605,44.31885125
53.58514725,45.16129032,55.31149875,37.57718318,34.57876371,44.13533835,46.07759841,43.33050847,47.46339911,46.08801956,44.53713671,44.40353461
53.54353393,46.20967742,54.95550018,37.71537783,34.71335992,44.06257579,46.14273577,43.41525424,47.39974539,46.13997555,44.53713671,44.46612666
53.68117798,48.14516129,55.57137771,37.28315201,34.61365902,44.04559787,46.06910224,43.41525424,47.42202419,46.25,44.65285253,44.46612666
53.89564661,50.24193548,55.66749733,37.11555425,34.61365902,44.16686878,46.105919,43.53389831,47.38064927,46.25,44.70667384,44.45139912
54.00128041,53.79032258,56.00925596,37.10673331,34.65353938,44.5379578,46.06910224,43.58474576,47.39019733,46.1094132,44.76049516,44.41458027
53.96927017,59.67741935,55.80989676,37.32137607,34.82053838,44.65195246,46.154064,43.6440678,47.33609166,45.95660147,44.7335845,44.45139912
53.81882202,71.77419355,55.82057672,37.4801529,34.86291127,44.62042202,46.11441518,43.70338983,47.31699554,45.90464548,44.64477933,44.56185567
53.72279129,91.12903226,56.35457458,37.2037636,34.6884347,44.4991511,46.07759841,43.66949153,47.28516868,46.01772616,44.67168999,44.80854197
54.16133163,120.7258065,56.66429334,37.2037636,34.55383848,44.62042202,46.057774,43.95762712,47.31699554,46.03606357,44.66361679,45.25036819
54.31177977,167.7419355,56.9241723,37.58600412,34.75324028,44.87024012,46.06910224,44.06779661,47.28516868,46.06662592,44.79817008,45.98674521
55.05761844,243.3064516,56.9490922,38.14466333,35.21186441,45.08852777,46.08609459,44.46610169,47.39974539,45.97493888,44.87890205,47.23858616
55.92189501,366.1290323,57.11285155,39.07674213,35.87487537,45.33834586,46.08609459,45.05932203,47.43157225,45.92603912,45.18299247,49.48453608
57.29833547,520.7258065,57.8497686,39.92943252,36.20887338,45.56633519,46.17105636,46.77966102,47.5811585,45.99633252,45.22874058,52.73564065
58.52432778,699.1935484,58.78604486,40.76154072,36.4332004,45.73611448,46.36930048,50.19491525,47.80394653,46.11858191,45.22874058,58.6634757
59.49743918,873.6290323,59.48736205,41.50837989,36.63260219,45.90589377,46.6440102,56.33050847,48.40865691,46.23166259,45.04036598,67.22017673
60.78745198,1041.693548,60.36667853,42.01705381,37.06380857,46.0417172,47.09713962,67.31355932,49.29026098,46.29278729,44.98654467,77.65095729
62.07746479,1196.774194,61.24243503,42.65510144,37.44516451,46.13145768,47.57009346,86.66949153,50.61425843,46.40281174,44.96770721,87.67673049
63.40268886,1343.790323,62.5738697,43.14319318,37.86889332,46.0417172,48.06003965,111.2457627,52.0273711,46.56784841,44.94079656,96.17083947
64.43661972,1497.016129,63.61694553,43.71361364,38.1779661,46.06597138,48.52166525,139.7457627,53.66008912,46.82151589,44.97578041,103.6561119
65.61139565,1650,63.99786401,44.80152896,38.44217348,46.0417172,48.94647409,167.1779661,55.15595162,47.00488998,45.02960172,110.4307806
66.81498079,1783.064516,64.74546102,45.65421935,38.51694915,46.03444094,49.39110734,194.6016949,56.76957352,47.2799511,45.12109795,116.7157585
67.90332907,1871.209677,64.99466002,46.49514849,38.81605184,45.94470046,49.80741999,219.8898305,58.53914704,47.49388753,45.11033369,121.8961708
68.74839949,1943.306452,65.78853685,46.75977654,38.85842473,45.68760611,50.34551119,241.3559322,60.36600891,47.7292176,45.22874058,125.5633284
69.07810499,1944.112903,66.11961552,45.93648927,38.52691924,45.30681543,50.85528179,260.4491525,62.27562062,47.88202934,45.25565124,127.5662739
68.58834827,1871.774194,66.40441438,43.98706263,37.50498504,44.76594713,51.29708298,276.1016949,63.84468491,48.01344743,45.33638321,127.6141384
66.69974392,1590.322581,66.31185475,41.56718612,36.66500499,44.51370361,51.39337298,287.9915254,65.35009548,48.21821516,45.30947255,124.6318115
63.45390525,1162.33871,65.20825917,40.02646281,36.07427717,44.39243269,51.39337298,292.3135593,66.41311267,48.3801956,45.29870829,117.242268
60.07362356,726.8548387,63.34282663,38.97971185,35.7003988,44.46519525,51.07051827,288.1610169,66.90961171,48.450489,45.31754575,104.4661267
57.58642766,414.2741935,61.05375578,38.0858571,35.37637089,44.36090226,50.35400736,272.5677966,66.06301719,48.41992665,45.23681378,87.72827688
56.36043534,262.3387097,59.54788181,37.52719788,35.18693918,44.36090226,49.14471821,243.4152542,63.32590707,48.21821516,45.1022605,72.0802651
55.40973111,167.5,58.49056604,37.28315201,35.11216351,44.29541596,47.86179553,196.6949153,59.00700191,47.799511,44.95963402,60.54123711
54.77912932,119.5967742,57.8746885,37.16553955,35.15204387,44.40213437,46.99235344,146.3813559,54.65626989,47.25855746,44.82508073,54.134757
54.27976953,95.72580645,57.38697045,36.99794178,35.06231306,44.31967014,46.55055225,105.059322,51.55951623,46.8306846,44.86006459,50.22091311
54.38540333,83.62903226,57.17337131,36.87150838,35.20189432,44.25660927,46.36930048,80.93220339,49.91406747,46.66870416,44.78740581,48.04860088
54.3950064,76.37096774,57.07725169,37.00970303,34.9775673,44.23235508,46.29566695,67.45762712,48.99108848,46.57701711,44.85199139,46.85935199
54.29897567,72.01612903,56.73549306,36.9508968,34.96261216,44.33664807,46.19088077,58.72881356,48.47231063,46.49449878,44.77933262,46.15979381
53.95966709,68.79032258,56.73549306,37.21552485,34.6884347,44.43366481,46.154064,53.89830508,48.15404201,46.37224939,44.81431647,45.82842415
53.95966709,66.12903226,56.62869349,36.84210526,34.72083749,44.51370361,46.13423959,51.58474576,47.90897518,46.32334963,44.87890205,45.58173785
53.75480154,64.75806452,56.85297259,36.7244928,34.70338983,44.67620665,46.14273577,50.39830508,47.84532145,46.37224939,44.9138859,45.48232695
53.92765685,63.9516129,56.35457458,36.6745075,34.75324028,44.66893039,46.11441518,49.66101695,47.82622533,46.35391198,44.93272336,45.31296024
52.62483995,63.9516129,56.11605554,36.81270215,34.82801595,44.65922872,46.04078165,49.04237288,47.93125398,46.31112469,44.87890205,45.27614138
51.75096031,63.46774194,55.83125667,36.99794178,34.65353938,44.54765947,46.00113282,48.53389831,47.89942712,46.1797066,44.93272336,45.33505155
51.5268886,62.90322581,55.88109648,36.80388121,34.52143569,44.61072035,46.02095724,48.24576271,47.88987906,46.12775061,44.84122713,45.39764359
52.58322663,62.66129032,56.13029548,36.83328433,34.389332,44.73199127,46.07759841,48.16101695,47.87714831,46.13997555,44.81431647,45.38659794
53.46670935,62.66129032,55.90245639,36.56865628,34.54636092,44.79020131,46.11441518,48.11016949,47.82622533,46.04828851,44.64477933,45.34977909
53.84122919,62.33870968,56.03417586,36.50985004,34.5887338,44.90177056,46.11441518,48.19491525,47.87714831,46.03606357,44.66361679,45.26141384
53.89564661,62.90322581,56.28337487,36.38047633,34.64606181,45.12005821,46.105919,48.07627119,47.8580522,45.99633252,44.65285253,45.31296024
54.04289373,62.90322581,56.35457458,36.48044693,34.43918245,45.7118603,46.04078165,48.07627119,47.89942712,46.05745721,44.63670614,45.31296024
54.01088348,63.46774194,56.55749377,36.62746251,34.56380857,46.24545234,46.057774,48.02542373,47.80394653,46.05745721,44.49138859,45.32400589
54.59987196,63.70967742,56.46137415,36.60688033,34.56380857,46.70628183,45.98414047,47.96610169,47.8580522,46.07885086,44.41065662,45.26141384
54.81113956,64.27419355,57.04165183,36.62746251,34.84546361,47.27868057,46.02095724,47.96610169,47.82622533,46.20110024,44.50215285,45.34977909
55.51536492,65.08064516,58.06336775,36.69508968,35.20189432,48.24157167,46.057774,47.96610169,47.93125398,46.27139364,44.65285253,45.50810015
55.98591549,65.88709677,58.82164471,37.33313731,36.04935194,49.29177783,46.19937695,48.16101695,47.93125398,46.33251834,44.76049516,45.6921944
57.07426376,66.93548387,59.86828053,37.85063217,36.74725823,50.48993451,46.34097989,48.38983051,48.04901337,46.36308068,44.87890205,45.87628866
58.17221511,67.74193548,60.66215735,38.01822993,37.51246261,51.75842833,46.62418578,48.70338983,48.09038829,46.51589242,45.12109795,46.27025037
59.75352113,69.35483871,62.28907084,38.45045575,38.45214357,53.52170749,46.96403285,48.98305085,48.35455124,46.70843521,45.50592034,46.8078056
61.5653009,70.72580645,63.87682449,39.09732432,39.98753739,55.61484356,47.54177287,49.40677966,48.79057925,46.99572127,45.901507,47.38586156
63.05057618,72.01612903,65.44321823,40.37047927,41.62512463,57.87775891,48.08836024,49.88983051,49.40483768,47.30134474,46.42895587,48.02282769
64.74711908,73.38709677,67.18761125,41.63481329,43.8110668,60.89497938,48.7595582,50.61864407,50.03182686,47.83924205,47.08557589,48.90648012
66.68693982,75.56451613,69.31292275,43.89003234,46.68494516,64.23235508,49.54120646,51.44067797,50.79567155,48.41992665,48.05435953,50.13622975
69.24775928,78.46774194,71.76931292,46.61276095,50.80508475,68.42105263,50.74199943,52.54237288,51.76002546,49.33679707,49.46986006,51.85198822
71.85339309,81.20967742,74.27198291,50.52337548,55.91475573,72.88382246,52.40158595,53.89830508,53.05537874,50.37591687,51.21097955,54.11266568
74.3822023,84.67741935,76.46849413,55.34548662,61.40827517,76.87848654,54.4519966,55.42372881,54.65626989,51.74205379,53.17545748,56.98453608
77.46478873,88.9516129,79.60128159,61.96118789,67.77916251,79.82051904,57.08581138,57.37288136,56.80140038,53.34046455,55.78579117,60.85051546
81.27400768,94.35483871,83.30366679,70.18523964,73.72133599,80.8707252,60.65420561,60.02542373,59.87587524,55.63264059,59.3729817,65.93151694
85.76504481,100,88.00284799,78.7415466,78.29760718,80.19160805,65.58198811,63.66949153,64.20432845,58.96393643,64.26264801,72.80191458
91.39884763,107.016129,92.74830901,86.38635695,80.86490528,77.29808392,71.59444916,68.30508475,69.89178867,63.47799511,70.1022605,80.97569956
96.88540333,113.9516129,97.9245283,92.38459277,81.14905284,73.03662382,78.17332201,73.53389831,76.59770847,68.72555012,76.22981701,89.71649485
102.0486556,121.5322581,103.9159843,93.40488092,76.43818544,66.81300024,85.01840838,79.43220339,84.75493316,75.41870416,82.37351991,98.01178203
106.3060179,126.0483871,110.4307583,86.44516319,66.12662014,59.54402134,91.18380062,85.36440678,93.86696372,83.52689487,87.54036598,103.3615611
108.8348271,127.6612903,116.9562122,72.75213173,54.21984048,52.7698278,95.35542339,90.93220339,102.3647358,92.46026895,90.60818084,105.4970545
109.3053777,125,121.4773941,58.50338136,45.63808574,48.54959981,96.75162843,94.46610169,107.5111394,99.76466993,91.0737352,102.787187
107.3847631,118.7903226,123.8981844,49.21199647,41.31854437,47.04584041,96.04361371,95.36440678,108.6473584,104.0342298,89.60441335,95.49705449
102.6984635,108.3064516,123.3641865,43.77241988,38.92572283,46.45403832,91.83517417,93.27966102,104.0324634,103.1998778,85.95263724,83.40574374
94.83674776,95.40322581,119.5550018,40.73213761,37.21335992,46.1872423,82.34777683,87.31355932,92.98854233,95.49816626,78.90204521,70.27614138
83.06658131,83.87096774,110.989676,38.47985887,36.20887338,45.98593257,70.22656471,77.96610169,78.73965627,82.52750611,68.9262648,59.84167894
72.26952625,75.56451613,97.33001068,37.43898853,35.68544367,45.84768373,59.72812234,67.73728814,66.12667091,69.09229829,59.23035522,53.54565538
64.3822023,71.77419355,83.86258455,36.63628345,35.54336989,45.75066699,54.12914189,60.16949153,58.8478676,59.83190709,52.77179763,50.20986745
60.52176697,69.35483871,73.21822713,36.21581888,35.5109671,45.69488237,51.07051827,55.73728814,54.65626989,54.59352078,49.35414424,48.28055965
58.15300896,69.11290323,67.55784977,35.89238459,35.19441675,45.88163958,49.39110734,53.13559322,52.26925525,51.65953545,47.73950484,47.2017673
56.71254802,68.5483871,63.72374511,36.05704205,35.29411765,45.93014795,48.23845936,51.41525424,50.83704647,49.68520782,46.75188375,46.60162003
56.14596671,68.79032258,61.63403346,36.24522199,35.21934197,45.91317002,47.6154064,50.56779661,49.9777212,48.55440098,46.22443488,46.24447717
56.00832266,69.11290323,60.50907796,36.07762423,35.15204387,45.68760611,47.33220051,50.25423729,49.51304901,48.00427873,45.99031216,46.20765832
55.93149808,69.35483871,59.87896048,35.78359306,34.87038883,45.68760611,47.24723874,50.11016949,49.17250159,47.82090465,45.86383208,46.13402062
55.5793854,68.79032258,59.52296191,35.32196413,34.8778664,45.74339073,47.13395639,49.91525424,49.11839593,47.70782396,45.85575888,46.08615611
55.38732394,68.30645161,59.16696333,35.30432226,34.98753739,45.91317002,47.04899462,49.77118644,49.06747295,47.68643032,45.74004306,46.04933726
55.49615877,67.74193548,59.12068352,35.39253161,35.35144566,45.88163958,47.02067403,49.68644068,49.06747295,47.70782396,45.7131324,46.13402062
55.85787452,67.74193548,59.08508366,35.46015878,35.47607178,45.90589377,47.09713962,49.66101695,48.98154042,47.71699267,45.67545748,46.15979381
55.89948784,67.98387097,58.90708437,35.37194943,35.46859422,45.67790444,47.01217785,49.72033898,48.92743475,47.70782396,45.74004306,46.15979381
55.84827145,68.5483871,58.81096476,35.32196413,35.51844467,45.69488237,46.95553668,49.66101695,48.98154042,47.71699267,45.70236814,46.10824742
55.67541613,69.11290323,58.88216447,35.48956189,35.56081755,45.67062818,46.92721609,49.63559322,49.02291534,47.68643032,45.67545748,46.10824742
55.63380282,68.79032258,58.95336419,35.40135254,35.66799601,45.88891584,47.02067403,49.51694915,49.09929981,47.65586797,45.69429494,46.08615611
55.46414853,68.79032258,58.92844429,35.33372537,35.48604187,46.03444094,47.08864344,49.51694915,49.06747295,47.65586797,45.7212056,46.10824742
55.63380282,68.5483871,58.70416518,35.26315789,35.29411765,46.10720349,47.19059756,49.57627119,49.07702101,47.71699267,45.66738428,46.07142857
55.68822023,68.5483871,58.90708437,35.38077036,34.87038883,46.01746301,47.24723874,49.55084746,49.07702101,47.74755501,45.55166846,46.02356406
55.75224072,68.30645161,58.92844429,35.29256101,34.7781655,45.90589377,47.23874257,49.55084746,48.97199236,47.7292176,45.55974166,45.865243
55.61139565,67.98387097,59.09576362,34.51043811,34.45413759,45.73611448,47.1537808,49.55084746,48.9401655,47.70782396,45.68622174,45.74005891
55.24007682,67.74193548,58.8002848,34.14583946,34.4217348,45.74339073,47.23024639,49.66101695,48.94971356,47.7292176,45.80193757,45.7916053
54.95198464,67.5,58.1238875,34.05763011,34.055334,45.646374,47.40016992,49.80508475,49.03564609,47.67726161,45.87459634,45.74005891
54.47183099,67.5,57.39765041,34.56924434,34.14007976,45.57361145,47.49362787,49.8559322,49.11839593,47.7292176,45.77502691,45.82842415
54.32138284,67.74193548,56.91349235,34.82211114,34.18993021,45.48387097,47.49362787,49.91525424,49.0547422,47.7292176,45.62163617,45.6921944
54.32138284,67.74193548,56.91349235,34.82211114,34.18993021,45.48387097,47.49362787,49.91525424,49.0547422,47.7292176,45.62163617,45.6921944
54.32138284,67.74193548,56.91349235,34.82211114,34.18993021,45.48387097,47.49362787,49.91525424,49.0547422,47.7292176,45.62163617,45.6921944
54.32138284,67.74193548,56.91349235,34.82211114,34.18993021,45.48387097,47.49362787,49.91525424,49.0547422,47.7292176,45.62163617,45.6921944
#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####
