#T4 #,#T4 #,#T4 #,#Progesterone #,#Cortisol #,#T4 #,#T4 #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#T4 #,#T4 #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#T4 #
T4NYA07VB,T4NYA07VB,T4NYA07VB,PGOAA08VB,CONHA04VB,T4NFA03VB,T4NFA03VB,PGNHA06VB.1,PGNXA05VB,PGNXA05VB,PGNXA05VB,PGNFA04VB,PGNFA04VB,T4NFA03VB,T4NFA03VB,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,T4NFA02V
48.27,48.27,27.9,16.24,12.54,19.57,20.68,17.72,5.13,37.72,18.09,48.27,34.38,48.27,48.27,13.46,1.24,26.24,12.35,8.46,5.5,8.65,16.61,48.27
< 8.00,34.75,< 8.00,1.81,< 30.00,< 8.00,< 8.00,< 1.00,< 1.00,6.71,< 1.00,2.49,8.46,> 90.00,77.54,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####
18.8108556,20.57178372,19.31899642,22.72167488,18.7400319,31.42565151,36.26692456,16.81715576,19.49317739,18.69034995,18.51851852,20.2610317,18.15008726,23.63787031,29.52144189,70.80237741,69.35483871,76.60060976,97.32793522,78.0141844,74,76.41618497,74.5936183,19.72239486
18.8108556,20.57178372,19.31899642,22.72167488,18.7400319,31.42565151,36.26692456,16.81715576,19.49317739,18.69034995,18.51851852,20.2610317,18.15008726,23.63787031,29.52144189,70.80237741,69.35483871,76.60060976,97.32793522,78.0141844,74,76.41618497,74.5936183,19.72239486
18.8108556,20.57178372,19.31899642,22.72167488,18.7400319,31.42565151,36.26692456,16.81715576,19.49317739,18.69034995,18.51851852,20.2610317,18.15008726,23.63787031,29.52144189,70.80237741,69.35483871,76.60060976,97.32793522,78.0141844,74,76.41618497,74.5936183,19.72239486
18.77563704,20.57799876,19.35483871,22.76477833,18.81977671,31.59427695,36.36363636,16.85665914,19.49317739,18.76988335,18.57379768,20.25481666,18.18789994,23.70623576,29.38263932,70.95096582,70.72580645,76.65015244,98.03238866,78.0141844,74.23636364,76.15028902,74.75617098,19.76382846
18.73420344,20.61321732,19.390681,22.76477833,18.9553429,32.07460399,36.37814313,16.87358916,19.55165692,18.8573701,18.62907684,20.26724674,18.27515998,23.65858711,29.27284027,71.1218425,72.01612903,76.91692073,100.0242915,77.86052009,75.14545455,76.26589595,74.81637568,19.78454527
18.6865548,20.60700228,19.4516129,22.84482759,19.13875598,32.33009709,36.28143133,16.87358916,19.62962963,18.92895016,18.684356,20.42055107,18.37405468,23.52807127,29.29355707,71.07726597,74.75806452,77.14557927,102.534413,77.86052009,75.76363636,76.15028902,74.5936183,19.76382846
18.66583799,20.55106692,19.43727599,22.82635468,19.16267943,32.48339295,36.25241779,16.81715576,19.68810916,18.90243902,18.70093975,20.44748291,18.37405468,23.47835094,29.34949244,70.89895988,74.19354839,77.48856707,105.1012146,78.13238771,76.05454545,76.49710983,74.653823,19.75761342
18.65133623,20.49513155,19.4516129,22.82635468,19.16267943,32.58559019,36.52321083,16.83408578,19.68810916,18.97401909,18.70093975,20.55728196,18.41186736,23.46592086,29.31427388,70.67607727,74.43548387,77.75533537,106.582996,78.1678487,76.49090909,76.26589595,74.33473811,19.70167806
18.69276984,20.48891651,19.4516129,22.80172414,19.11483254,32.7184466,36.79883946,16.87358916,19.74658869,19.0164369,18.73963516,20.50963331,18.36242001,23.55500311,29.15475451,70.87667162,73.62903226,78.09832317,107.611336,78.52245863,77.32727273,76.56647399,74.5936183,19.84048063
18.73420344,20.48270147,19.4516129,22.82635468,19.11483254,32.78998467,36.91005803,16.91309255,19.74658869,19.09597031,18.72305141,20.68158276,18.36242001,23.4721359,29.1340377,70.89895988,73.38709677,78.4679878,108.1538462,78.75886525,78,76.84393064,74.4551475,19.93577792
18.69276984,20.44748291,19.47311828,22.88793103,19.11483254,33.04547777,36.95841393,16.85665914,19.8245614,19.14103924,18.75621891,20.76444997,18.39150669,23.49906774,29.03874042,71.07726597,75,78.8757622,108.582996,79.1607565,78,77.57225434,75.05719446,20.03314688
18.56846903,20.43298115,19.47311828,22.90640394,19.16267943,33.19877363,36.86170213,16.85665914,19.88304094,19.17550371,18.73963516,20.92396934,18.44968005,23.50735446,28.9890201,71.47102526,73.62903226,79.42073171,108.7206478,79.78723404,78.96363636,78.15028902,75.19566526,20.07458048
18.42345142,20.47441475,19.4874552,22.90640394,19.24242424,33.53602453,37.05512573,16.87358916,19.94152047,19.24708378,18.75621891,21.04205511,18.54857475,23.56950487,28.99730682,71.96879643,76.61290323,79.52362805,108.4777328,80.6501182,81.81818182,78.7283237,75.47862733,20.14294593
18.30743733,20.48270147,19.52329749,22.88793103,19.27432217,33.17833418,37.05512573,16.91309255,19.88304094,19.30805938,18.77833057,21.06277191,18.56602676,23.67930392,29.00352186,73.27637444,76.85483871,79.49695122,108.1781377,82.06855792,86.18181818,79.68786127,75.23780855,20.23409985
18.22457013,20.48891651,19.58064516,22.84482759,19.27432217,33.52069494,37.26789168,16.93002257,19.8245614,19.46712619,18.81149807,21.05448519,18.66492147,23.82432152,28.94758649,74.83655275,79.59677419,79.01295732,107.6923077,83.29787234,93.4,80.89017341,75.29801325,20.35840066
18.1748498,20.44748291,19.75985663,22.92487685,19.19457735,34.09810935,37.21953578,16.91309255,19.8245614,19.57317073,18.86677722,21.09591879,18.74054683,23.94240729,28.90615289,77.78603269,79.83870968,78.8757622,107.4493927,84.90543735,107.2727273,83.66473988,75.49668874,20.45369795
18.1748498,20.43298115,19.92831541,22.9679803,19.13875598,35.71793562,37.36460348,16.93002257,19.94152047,19.69777306,18.90547264,21.27615496,18.78126818,24.13507354,28.98280505,83.0089153,80.88709677,78.40320122,109.5303644,87.31678487,134.6727273,88.9017341,75.9000602,20.50341827
18.154133,20.42055107,20.20430108,22.90640394,19.13875598,37.8998467,37.68375242,16.98645598,20.01949318,19.75079533,18.9607518,21.46260617,18.83944154,24.37746012,28.99730682,92.27340267,82.82258065,77.96112805,115.7894737,90.30732861,176.4909091,98.38150289,76.62251656,20.57799876
18.14170292,20.44748291,20.5734767,22.76477833,19.16267943,40.92999489,38.31237911,17.04288939,20.13645224,19.76935313,18.94416805,21.53925834,18.83944154,24.65920862,28.87922105,105.6240713,86.0483871,77.18368902,126.2348178,94.56264775,237.6363636,112.3352601,76.80313064,20.70229956
18.1955666,20.48270147,21.31541219,22.74014778,19.16267943,45.01788452,39.20212766,17.02595937,20.13645224,19.70572641,18.92205638,21.58069194,18.84816754,24.86637663,28.85228921,128.0832095,92.98387097,76.72637195,143.9919028,101.3829787,347.7636364,135.4913295,77.96508128,20.9384711
18.23078517,20.47441475,22.83154122,22.84482759,19.08293461,51.04752172,41.08800774,16.9469526,20.13645224,19.78525981,18.88888889,21.51025482,18.86852821,25.10254817,28.84400249,171.7904903,104.8387097,76.57393293,178.3562753,111.6666667,482.4181818,171.5606936,79.48826008,21.33209033
18.36130102,20.42676611,25.97491039,22.90640394,19.03508772,61.2519162,44.00386847,16.93002257,20.13645224,19.83032874,18.81149807,21.50403978,18.99360093,25.48788067,28.82328568,216.0475483,127.1774194,77.13414634,227.3117409,127.7777778,552.2363636,249.6763006,83.18482842,21.99502797
18.48560182,20.3853325,31.25448029,22.9864532,19.05901116,76.40776699,48.53481625,17.003386,20.13645224,19.91781548,18.77833057,21.46882121,19.08958697,26.04723431,28.63683447,237.5408618,165.8870968,78.62042683,265.3198381,153.7470449,497.2727273,316.0693642,88.62131246,23.16759892
18.83778745,20.39983427,39.15053763,22.9679803,19.13875598,98.34951456,54.59381044,17.08239278,20.07797271,19.88335101,18.70093975,21.41495753,19.04304828,26.89040812,28.51253366,222.1619614,223.9516129,80.67835366,269.4493927,192.3167849,368.4909091,335.0635838,96.49006623,24.70892894
19.4054278,20.45369795,51.89964158,23.04802956,19.19457735,128.9882473,63.42843327,17.17268623,20.07797271,19.92841994,18.75621891,21.33830537,19.07213496,28.18106484,28.29915061,191.6047548,333.0645161,84.5007622,229.6356275,266.5839243,253.2727273,282.3468208,111.0174594,27.47047856
20.56556868,20.56556868,74.56272401,23.01108374,19.24242424,156.6530404,76.35396518,17.22911964,20.07797271,19.91781548,18.73963516,21.33830537,19.07213496,30.31489538,28.18106484,162.7786033,504.8387097,88.74618902,174.0080972,340.9810875,182.0545455,215.4913295,138.0072246,31.66977419
22.00745805,20.64843588,98.78136201,23.02955665,19.2185008,173.4133878,95.69632495,17.32505643,20.07797271,19.96288441,18.73963516,21.40045577,19.159395,32.7532629,28.02983219,138.9301634,712.6612903,91.89405488,121.1093117,394.7163121,132,166.0115607,153.8651415,36.61280298
23.47835094,20.76444997,116.5340502,23.01108374,19.24242424,172.5242718,124.4825919,17.38148984,20.01949318,20.03446448,18.70093975,21.36523721,19.11867365,35.12948001,27.96768179,119.3387816,905.8870968,92.88490854,86.93927126,375.5673759,99.03636364,132.566474,152.8597231,39.94199296
24.57012637,20.81417029,120.4193548,23.01108374,19.24242424,163.5820133,149.4197292,17.45485327,20.01949318,20.11399788,18.66777225,21.34452041,19.08958697,36.84897452,28.07748084,106.0921248,1080.080645,92.92301829,66.39676113,317.5295508,79.81818182,108.8208092,132.3299217,41.13735239
25.42573027,20.85560389,116.1397849,23.091133,19.35406699,149.9591211,158.089942,17.43792325,20.07797271,20.19353128,18.70093975,21.39424073,19.04304828,38.16656308,28.42966646,96.43387816,1258.306452,93.43368902,54.19433198,238.179669,67.76363636,94.60115607,115.2317881,40.48684483
26.14460327,20.85560389,107.3584229,23.02955665,19.4338118,134.4557997,146.615087,17.45485327,20.07797271,20.30752916,18.75621891,21.52475658,19.13903432,39.16925627,28.93515641,89.91827637,1357.016129,94.39786585,46.63967611,171.1938534,60.67272727,85.8150289,102.9500301,39.09881914
26.86969132,20.84110213,96.36917563,23.04802956,19.45773525,119.2284108,126.3394584,17.53386005,20.13645224,20.37910923,18.85019348,21.55168842,19.23502036,39.948208,29.31427388,84.30163447,1295.403226,95.28582317,41.78137652,120.5319149,56.23636364,79.38728324,92.93798916,37.16594158
27.61549617,20.74373317,85.61648746,22.9679803,19.40191388,105.8252427,107.9787234,17.59029345,20.13645224,20.40562036,18.86677722,21.50403978,19.25538104,40.53656515,29.61052414,79.94056464,1083.064516,95.6554878,39.05263158,87.90780142,53.81818182,75.14450867,85.91210114,34.9637456
28.36130102,20.65465092,76.87096774,23.091133,19.37799043,95.69238631,92.89168279,17.68058691,20.13645224,20.4931071,18.90547264,21.39424073,19.08958697,41.13735239,29.79697535,76.96879643,844.5967742,96.13948171,37.81376518,69.03073286,52.12727273,72.13872832,81.73991571,33.14688212
29.21690491,20.60700228,69.43727599,23.13423645,19.40191388,86.35666837,81.38297872,17.70316027,20.13645224,20.57264051,18.94416805,21.29687176,19.04304828,41.6262689,29.85291071,74.66567608,639.2741935,95.83460366,36.92307692,56.89125296,49.27272727,69.97687861,79.06682721,31.33830537
30.04557696,20.61943236,62.43727599,23.19581281,19.40191388,78.24731732,72.76112186,17.79345372,20.21442495,20.69724284,18.97733554,21.18707272,19.03141361,41.97845453,29.82597887,72.83060921,469.5967742,95.66692073,36.3805668,50.67375887,46.54545455,68.01156069,77.4051776,29.87984255
30.57799876,20.50963331,55.3046595,23.23275862,19.4338118,69.3408278,65.36266925,17.83295711,20.27290448,20.67868505,19.0326147,21.04827015,19.08958697,41.89558732,29.84669567,70.92867756,320.1612903,94.38643293,35.48987854,46.45390071,44.12727273,65.93063584,76.11679711,28.43795318
30.47441475,20.30868034,48.29032258,23.23275862,19.45773525,60.94532448,59.07640232,17.8724605,20.46783626,20.81124072,19.07131012,21.01305158,19.11867365,41.28237,29.85912575,69.88855869,211.5322581,93.71189024,34.63157895,43.93617021,43.50909091,64.12716763,75.39434076,27.29852911
29.58980733,19.95027968,41.92473118,23.27586207,19.53748006,53.44915687,53.77176015,17.8724605,20.66276803,20.89077413,19.08789386,21.09591879,19.28446771,40.19059457,29.83840895,69.19019316,141.6935484,93.15167683,33.5465587,42.55319149,43.4,63.12138728,74.69596629,26.43463849
27.34617775,19.54215869,35.85304659,23.31896552,19.59330144,45.71793562,48.66054159,17.83295711,20.79922027,21.004772,19.14317302,21.22850632,19.36300175,37.5595608,29.75554174,68.69985141,99.19354839,92.72103659,33.06072874,40.98108747,43.45454545,62.23121387,74.00963275,25.56453284
24.57012637,19.12160762,29.95340502,23.31896552,19.67304625,38.98824732,43.66537718,17.8724605,20.72124756,21.03128314,19.33112217,21.22850632,19.39208842,34.12678682,29.61052414,67.97919762,72.01612903,91.87118902,33.22267206,39.1607565,42.96363636,61.84971098,72.82962071,24.80422623
21.86244044,18.85228921,24.7921147,23.39901478,19.77671451,32.76954522,38.05609284,17.96275395,20.66276803,21.1028632,19.53012714,21.06898695,19.26410704,30.35011394,29.25212347,67.58543834,52.66129032,90.95655488,33.44129555,36.96217494,42.18181818,60.77456647,72.28777845,23.86575513
20.3853325,18.75492024,21.1218638,23.33743842,19.88038278,29.62187021,32.84816248,18.07562077,20.52631579,21.15588547,19.60751797,20.82660037,18.96451425,27.78123058,28.69276984,67.38484398,41.37096774,90.72789634,33.92712551,35.85106383,41.76363636,60.5433526,71.86634557,22.91899731
19.48000829,18.69276984,19.16487455,23.38054187,19.96012759,27.76188043,28.67504836,18.09819413,20.40935673,21.21686108,19.64068546,20.56556868,18.68237347,26.23368552,27.89102963,67.55572065,34.43548387,90.1410061,34.33198381,35.54373522,42.05454545,60.5433526,71.782059,22.18769422
19.02423866,18.70105656,18.06451613,23.33743842,20.03987241,27.19979561,26.12669246,18.11512415,20.40935673,21.32290562,19.75124378,20.51584835,18.51948807,25.35114978,27.04164077,67.40713224,30.64516129,90.19435976,35.27935223,35.14184397,43.03636364,60.89017341,71.7218543,21.67598923
18.69276984,18.67205304,17.46594982,23.44211823,20.1754386,26.79100664,24.88878143,18.09819413,20.52631579,21.41304348,19.8618021,20.81417029,18.57766143,24.72964574,26.33105449,67.6077266,27.98387097,89.50838415,36.05668016,35.22458629,43.45454545,61.07514451,71.82420229,21.41495753
18.50010358,18.77563704,17.03584229,23.54064039,20.25518341,26.76034747,24.40522244,18.07562077,20.79922027,21.58006363,19.95577667,21.25543816,18.56602676,24.25315931,25.8814999,67.70430906,26.85483871,89.35594512,37.30364372,35.07092199,43.69090909,60.77456647,71.782059,21.28237
18.38201782,18.89993785,16.76344086,23.62684729,20.43859649,26.81144609,24.24081238,18.04176072,21.05263158,21.72057264,20.01105583,21.86244044,18.67364747,23.88647193,25.5997514,68.2986627,26.61290323,89.07393293,38.29959514,35.4964539,43.4,61.07514451,71.80614088,21.21400456
18.31986741,19.08638906,16.63082437,23.68842365,20.59808612,26.53551354,24.27466151,18.05869074,21.44249513,21.92470838,20.1050304,22.74083282,18.69400814,23.57571991,25.34286306,68.4769688,25.80645161,89.41692073,39.5708502,35.3427896,44.41818182,61.2716763,71.42083082,21.31758856
18.28672053,19.27284027,16.56989247,23.84852217,20.94896332,26.31578947,24.17794971,18.09819413,22.16374269,22.12884411,20.1381979,24.52869277,18.86852821,23.17588564,25.25999586,68.52154532,25.56451613,89.49314024,40.46153846,35.4964539,44.23636364,61.53757225,71.7037929,21.3238036
18.24528693,19.4468614,16.52329749,24.09482759,21.69059011,25.89167092,24.21179884,18.13205418,23.78167641,22.64846235,20.28745163,27.30474415,19.19720768,22.72633105,25.21234721,68.2243685,25,89.51981707,42.32388664,35.81560284,45.09090909,61.38728324,71.82420229,21.35280713
18.154133,19.72239486,16.47670251,24.81527094,23.261563,25.85590189,24.12959381,18.21106095,27.1539961,23.44379639,20.43670536,31.46882121,20.0901687,22.30577999,25.28899938,68.15007429,24.75806452,89.24161585,44.048583,36.60756501,44.90909091,61.15606936,72.14328718,21.31758856
18.02361715,19.98549824,16.52329749,25.96674877,26.37161085,26.06029637,24.03288201,18.35778781,33.39181287,24.96553552,20.71310116,36.68324011,21.60267597,21.77335819,25.32214626,67.92719168,25,88.91006098,46.47773279,37.23404255,45.45454545,61.35260116,72.24563516,21.36523721
17.88481458,20.17816449,16.56989247,27.87561576,31.15629984,26.35155851,23.93617021,18.5496614,43.52826511,27.71208908,21.17191819,40.97161798,23.9965096,21.2409364,25.45473379,67.73402675,24.75806452,88.78429878,48.15384615,37.6713948,45.45454545,61.19075145,72.18543046,21.53097162
17.77501554,20.33768386,16.60573477,30.60344828,39.41786284,26.41798671,23.87330754,18.9221219,58.03118908,33.27147402,22.20563847,43.12616532,28.19371728,20.73130309,25.48166563,67.97919762,25.24193548,88.64329268,50.28340081,38.02600473,46.05454545,61.15606936,72.58880193,21.62212554
17.71286513,20.45369795,16.56989247,35.24014778,53.29346093,26.30045989,23.90232108,19.54288939,76.08187135,41.07370095,24.08512991,42.42800912,35.76788831,20.26724674,25.44644707,68.15007429,25.24193548,89.02439024,52.85020243,38.77068558,47.50909091,61.65317919,72.54665864,21.77335819
17.56784752,20.67536772,16.55913978,44.84605911,77.67145136,26.40265713,23.98452611,20.69413093,95.18518519,47.75450689,27.23604201,40.52206339,48.42059337,19.92334784,25.39258339,68.64784547,25.24193548,88.73094512,55.76518219,39.75177305,49.03636364,62.31213873,72.54665864,21.69670603
17.47876528,20.79345349,16.5483871,53.89778325,117.6236045,26.84210526,24.17794971,22.64672686,110,51.21155885,32.78054174,37.89102963,63.54566608,19.66024446,25.37186658,69.07132244,25,88.34984756,59.00404858,40.81560284,51.76363636,63.2716763,72.00481638,21.72570955
17.36689455,20.90325254,16.58422939,59.79064039,169.8325359,26.77567706,24.40522244,25.6772009,115.9844055,50.80328738,40.7960199,35.36357986,76.2565445,19.52972861,25.46716387,69.66567608,25.24193548,87.6257622,61.31983806,41.60756501,55.94545455,63.46820809,71.98675497,21.73813963
17.33996271,20.9591879,16.60573477,58.86699507,224.1068581,26.73990802,24.59864603,30.90857788,111.8908382,48.37486744,48.70093975,32.8568469,83.04246655,19.34949244,25.5583178,70.30460624,25.56451613,87.70198171,64.15384615,42.43498818,61.45454545,64.65895954,72.06502107,21.75264139
17.33996271,21.02755335,16.65591398,56.03448276,247.185008,27.14869699,24.8065764,42.81602709,101.5594542,44.50424178,53.12327253,30.57178372,84.84584061,19.18375803,25.75098405,71.74591382,25.80645161,87.39710366,66.88259109,43.38061466,73.09090909,66.67052023,72.34798314,21.69670603
17.40832815,21.15185415,16.72759857,52.41995074,231.8979266,28.01737353,25.1450677,55.9255079,88.55750487,39.91781548,52.07296849,28.40273462,83.61547411,19.11539258,25.91050342,74.29420505,25.80645161,87.38567073,70.36437247,45,81.69090909,70.48554913,72.82962071,21.73813963
17.65071473,21.29065672,16.92831541,48.62684729,188.1738437,29.51967297,25.75918762,65.34988713,75.57504873,35.71845175,47.31896075,26.73917547,79.92146597,19.14853947,26.24197224,79.32392273,27.17741935,87.13033537,74.65587045,46.45390071,83.32727273,75.29479769,73.1487056,21.66977419
18.02983219,21.50403978,17.31182796,44.82758621,145.9888357,30.41900869,26.54738878,65.74492099,64.26900585,32.3621421,41.66390271,25.59146468,74.68586387,19.41785788,26.60658794,83.55869242,29.59677419,88.04496951,78.94736842,48.38061466,75.09090909,84.08092486,73.76881397,21.64284235
18.769422,21.897659,17.99283154,41.52093596,113.4529506,31.63004599,27.52901354,61.51241535,55.02923977,29.79851538,36.55610835,24.79179615,68.54857475,19.97099648,27.1327947,86.03268945,33.30645161,88.88338415,81.35222672,50.67375887,66.30909091,88.01156069,74.23239013,21.44810441
19.97099648,22.91278227,19.07885305,38.46674877,87.63955343,32.10526316,28.75725338,56.28103837,47.81676413,27.86320255,32.57600884,24.20343899,62.3327516,20.61321732,27.84338098,84.71768202,39.27419355,89.45503049,81.75708502,54.25531915,60.85454545,87.43352601,75.23780855,21.35280713
21.85001036,23.72695256,20.71684588,35.79433498,67.0414673,32.58559019,30.25628627,50.79006772,41.57894737,26.2990456,29.33665008,23.75595608,56.32053519,21.26993992,28.97659001,82.61515602,51.37096774,89.72179878,81.67611336,60.95744681,57.4,80.61271676,76.2372065,21.34452041
23.81810648,24.03148954,22.4265233,33.5591133,52.36842105,32.80531426,31.38297872,46.16252822,36.78362573,25.20413574,27.03150912,23.45763414,51.21291449,21.897659,29.89434431,80.43833581,62.33870968,89.44359756,82.34817814,64.45626478,54.72727273,75.91907514,78.94641782,21.49782474
25.75098405,23.48663766,23.81003584,31.95812808,42.55980861,32.54982115,31.81818182,42.55079007,33.19688109,24.46182397,25.63294638,23.23803605,47.21640489,22.5750984,30.22581313,78.72956909,64.75806452,88.88338415,82.8582996,65.16548463,53.69090909,73.14450867,80.71643588,21.66355915
27.46426352,22.80298322,24.6702509,30.72660099,34.84848485,31.98773633,31.85203095,39.54288939,30.27290448,23.81495228,24.52736318,23.11373524,43.85398487,23.25046613,29.7078931,77.56315007,56.4516129,88.44131098,83.50607287,61.43026005,53.32727273,71.6416185,81.09572547,21.8355086
29.30805884,22.09032525,25.11469534,29.59975369,28.57256778,31.06796117,31.90038685,36.92437923,27.87524366,23.25026511,23.71475954,22.99564947,41.07038976,24.12057178,28.7901388,76.79791976,46.53225806,88.27362805,84.21052632,59.89361702,52.72727273,70.43930636,79.34978928,21.87072716
31.09591879,21.37973897,25.31541219,28.46674877,22.96650718,30.89933572,31.99709865,34.42437923,25.78947368,22.63255567,22.90215589,22.78226642,38.48167539,25.33664802,27.57406256,76.27786033,40.56451613,88.55564024,84.8582996,59.01891253,52.78181818,69.47976879,77.64599639,22.02817485
32.89828051,20.76444997,25.16129032,27.46305419,18.97926635,30.60807358,31.81818182,32.18397291,24.11306043,22.12884411,22.27750138,22.53987984,35.9133217,27.05614253,26.29583592,75.653789,36.29032258,88.54039634,85.53036437,58.94799054,51.81818182,68.78612717,76.50210716,22.12554382
